"","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Vehicle.Year"
"11392",1355883544,"63367JM","NY","COM","07/10/2013",14,"VAN","FORD","P",18,18,18,922640,"0018","0000","1028A","","NY","F","42","W 48","BBBBBBB","ALL","ALL","BN",1997
"11393",1355886983,"41584JM","NY","COM","07/10/2013",14,"SUBN","FORD","P",18,18,18,917506,"0018","0000","0624P","","NY","F","150","W 56 ST","BBBBBBB","ALL","ALL","WH",1992
"11394",1355897798,"55052MB","NY","COM","07/10/2013",46,"VAN","FRUEH","P",18,18,18,950582,"0018","0000","0950A","","NY","F","724","11 AVE","BBBBBBB","ALL","ALL","BROWN",2012
"11395",1355901832,"63471JM","NY","COM","07/10/2013",14,"VAN","MERCU","P",18,18,18,933515,"0018","0000","0605P","","NY","F","888","8 AVE","BBBBBBB","ALL","ALL","BRN",1995
"11396",1355904201,"48684JV","NY","COM","07/10/2013",46,"DELV","","P",18,18,18,932842,"0018","0000","1105A","","NY","O","940","8 AVE","BBBBBBB","ALL","ALL","BLACK",2007
"11397",1355904213,"92431JY","NY","COM","07/10/2013",46,"DELV","MERCU","P",18,18,18,939671,"0018","0000","1105A","","NY","F","933","8 AVE","BBBBBBB","ALL","ALL","WHT",2010
"11398",1355916768,"XS511N","NJ","PAS","07/10/2013",45,"VAN","ISUZU","P",18,18,18,925657,"0018","0000","0953A","","NY","O","778","8TH AVE","BBBBBBB","ALL","ALL","",0
"11399",1355822154,"59887JR","NY","COM","07/10/2013",46,"VAN","INTI","P",9,9,9,936618,"0009","0000","1147A","","NY","F","890","EAST 6TH  ST","BBBBBBB","ALL","ALL","BROWN",1996
"11400",1355822166,"67728MC","NY","COM","07/10/2013",46,"REFG","MERCU","P",9,9,9,936618,"0009","0000","1153A","","NY","F","83","AVE D","BBBBBBB","ALL","ALL","WHITE",2012
"11401",1355822178,"59817JS","NY","COM","07/10/2013",46,"VAN","WORKH","P",9,9,9,936618,"0009","0000","1155A","","NY","F","59","AVE D","BBBBBBB","ALL","ALL","WHITE",2004
"11402",1355822180,"46515MC","NY","COM","07/10/2013",46,"VAN","DODGE","P",9,9,9,936618,"0009","0000","1156A","","NY","F","40","AVE D","BBBBBBB","ALL","ALL","WHITE",2005
"11403",1355822300,"65182MB","NY","COM","07/10/2013",46,"DELV","","P",9,9,9,928710,"0009","0000","0930A","","NY","F","87","AVE D","BBBBBBB","ALL","ALL","",0
"11404",1355822312,"78603KA","NY","COM","07/10/2013",46,"DELV","","P",9,9,9,928710,"0009","0000","0932A","","NY","F","90","AVE D","BBBBBBB","ALL","ALL","",0
"11405",1355915612,"92431JY","NY","COM","07/10/2013",45,"DELV","MERCU","P",18,18,18,925657,"0018","0000","0827A","","NY","O","840","8TH AVE","BBBBBBB","ALL","ALL","",0
"11406",1355915624,"92431JY","NY","COM","07/10/2013",40,"DELV","MERCU","P",18,18,18,925657,"0018","0000","0827A","","NY","O","840","8TH AVE","BBBBBBB","ALL","ALL","",0
"11407",1355915648,"XW934J","NJ","PAS","07/10/2013",45,"DELV","MERCU","P",18,18,18,925657,"0018","0000","0843A","","NY","F","915","8TH AVE","BBBBBBB","ALL","ALL","",0
"11408",1355915650,"XW934J","NJ","PAS","07/10/2013",40,"DELV","MERCU","P",18,18,18,925657,"0018","0000","0843A","","NY","F","915","8TH AVE","BBBBBBB","ALL","ALL","",0
"11409",1355915697,"95140JC","NY","COM","07/10/2013",14,"UTIL","MERCU","P",18,18,18,925657,"0018","0000","0921A","","NY","O","70","W 48TH ST","BBBBBBB","ALL","ALL","",0
"11410",1355915703,"95140JC","NY","COM","07/10/2013",50,"UTIL","MERCU","P",18,18,19,925657,"0019","0000","0921A","","NY","O","70","W 48TH ST","BBBBBBB","ALL","ALL","",0
"11411",1355916719,"51825JF","NY","COM","07/10/2013",14,"DELV","FRUEH","P",18,18,18,925657,"0018","0000","0924A","","NY","F","48","W 48TH ST","BBBBBBB","ALL","ALL","",0
"11412",1355916720,"49913JG","NY","COM","07/10/2013",14,"DELV","GMC","P",18,18,18,925657,"0018","0000","0925A","","NY","F","48","W 48TH ST","BBBBBBB","ALL","ALL","",0
"11413",1355916732,"36914MA","NY","COM","07/10/2013",47,"DELV","HINO","P",18,18,19,925657,"0019","0000","0932A","","NY","F","10","W 48TH ST","YYYYYYB","0700A","0700P","",0
"11414",1355916744,"63111JM","NY","COM","07/10/2013",14,"VAN","GMC","P",18,18,18,925657,"0018","0000","0935A","","NY","F","2004","7TH ST","YYYYYBB","0700A","0200P","",0
"11415",1355916756,"41691JV","NY","COM","07/10/2013",14,"VAN","DODGE","P",18,18,18,925657,"0018","0000","0936A","","NY","F","28","W 47TH ST","YYYYYBB","0700A","0700P","",0
"11416",1355916770,"50096JX","NY","COM","07/10/2013",10,"VAN","MERCU","P",18,18,18,925657,"0018","0000","0955A","","NY","F","807","8TH AVE","BBBBBBB","ALL","ALL","",0
"11417",1355916800,"4N655E","NJ","PAS","07/10/2013",40,"DELV","MERCU","P",18,18,18,925657,"0018","0000","1000A","","NY","F","959","8TH AVE","BBBBBBB","ALL","ALL","",0
"11418",1355916823,"34840MA","NY","COM","07/10/2013",47,"VAN","CHEVR","P",18,18,18,925657,"0018","0000","1024A","","NY","O","203","W 58TH ST","YYYYYYB","0700A","0700P","",0
"11419",1355916859,"63060JM","NY","COM","07/10/2013",20,"DELV","GMC","P",18,18,18,925657,"0018","0000","1029A","","NY","F","160","W 58TH ST","YYYYYYB","0700A","0700P","",0
"11420",1355916860,"63060JM","NY","COM","07/10/2013",40,"DELV","GMC","P",18,18,18,925657,"0018","0000","1029A","","NY","F","100","W 58TH ST","BBBBBBB","ALL","ALL","",0
"11421",1355916872,"33041MA","NY","COM","07/10/2013",20,"VAN","CHEVR","P",18,18,18,925657,"0018","0000","1038A","","NY","O","135","W 58TH ST","YYYYYYB","0700A","0700P","",0
"11422",1355916884,"GFL2521","NY","PAS","07/10/2013",46,"SUBN","ME/BE","P",18,18,18,925657,"0018","0000","1047A","","NY","O","8","W 58TH ST","BBBBBBB","ALL","ALL","",0
"11423",1355916902,"42423PA","NY","IRP","07/10/2013",14,"DELV","MERCU","P",18,18,19,925657,"0019","0000","1105A","","NY","O","","N/S OF W 50TH ST","BBBBBBB","ALL","ALL","",0
"11424",1355916926,"XY626W","NJ","PAS","07/10/2013",47,"DELV","FREGI","P",18,18,18,904597,"0018","0000","0840A","","NY","F","927","8 AVE","YYYYYYB","0700A","0700P","",0
"11425",1355916938,"59102JW","NY","COM","07/10/2013",45,"VAN","GMC","P",18,18,18,904597,"0018","0000","0845A","","NY","F","947","8 AVE","BYBBBBB","ALL","ALL","",0
"11426",1355916951,"41576JV","NY","COM","07/10/2013",47,"DELV","MITSU","P",18,18,18,904597,"0018","0000","0850A","","NY","O","910","7 AE","YYYYYYB","0700A","0700P","",0
"11427",1355916963,"49528MC","NY","COM","07/10/2013",20,"DELV","MERCU","P",18,18,18,904597,"0018","0000","0855A","","NY","O","910","7 AVE","YYYYYYB","0700A","1000A","",0
"11428",1355916975,"47602MD","NY","COM","07/10/2013",45,"DELV","PETER","P",18,18,18,904597,"0018","0000","0900A","","NY","O","900","7 AVE","BBBBBBB","ALL","ALL","",0
"11429",1355916987,"47602MD","NY","COM","07/10/2013",49,"DELV","PETER","P",18,18,18,904597,"0018","0000","0900A","","NY","O","900","7 AVE","BBBBBBB","ALL","ALL","",0
"11430",1355916999,"79854JR","NY","COM","07/10/2013",45,"FLAT","HINO","P",18,18,18,904597,"0018","0000","0900A","","NY","O","888","7 AVE","BBBBBBB","ALL","ALL","",0
"11431",1355917001,"79854JR","NY","COM","07/10/2013",49,"FLAT","HINO","P",18,18,18,904597,"0018","0000","0900A","","NY","O","888","7 AE","BBBBBBB","ALL","ALL","",0
"11432",1355917013,"95140JC","NY","COM","07/10/2013",14,"UTIL","MERCU","P",18,18,18,904597,"0018","0000","0910A","","NY","F","165","W 48 ST","BBBBBBB","ALL","ALL","",0
"11433",1355917025,"95140JC","NY","COM","07/10/2013",40,"UTIL","MERCU","P",18,18,18,904597,"0018","0000","0910A","","NY","F","165","W 48 ST","BBBBBBB","ALL","ALL","",0
"11434",1355917037,"95140JC","NY","COM","07/10/2013",45,"UTIL","MERCU","P",18,18,18,904597,"0018","0000","0910A","","NY","F","165","W 48 ST","BBYBBBB","ALL","ALL","",0
"11435",1355917062,"37188JA","NY","COM","07/10/2013",14,"VAN","MERCU","P",18,18,18,904597,"0018","0000","0935A","","NY","O","79","W 47 ST","YYYYYBB","0700A","0200P","",0
"11436",1355917074,"98986MC","NY","COM","07/10/2013",14,"VAN","DODGE","P",18,18,18,904597,"0018","0000","0940A","","NY","O","25","W 47 ST","YYYYYBB","0700A","0200P","",0
"11437",1355917086,"60349JR","NY","COM","07/10/2013",14,"VAN","MERCU","P",18,18,18,904597,"0018","0000","0940A","","NY","O","55","W 47 ST","YYYYYBB","0700A","0200P","",0
"11438",1355917104,"92431JY","NY","COM","07/10/2013",47,"DELV","MERCU","P",18,18,18,904597,"0018","0000","0950A","","NY","F","777","8 AE","YYYYYYB","0700A","0700P","",0
"11439",1355917128,"XZ240J","NJ","PAS","07/10/2013",20,"DELV","ISUZU","P",18,18,18,904597,"0018","0000","1030A","","NY","F","150","W 58 ST","YYYYYYB","0700A","0700P","",0
"11440",1355917130,"86880MC","NY","COM","07/10/2013",20,"VAN","CHEVR","P",18,18,18,904597,"0018","0000","1035A","","NY","F","140","W 58 ST","YYYYYYB","0700A","0700P","",0
"11441",1355917165,"47201JX","NY","COM","07/10/2013",20,"VAN","CHEVR","P",18,18,18,904597,"0018","0000","1040A","","NY","O","135","W 5 ST","YYYYYYY","0700A","0700P","",0
"11442",1355917177,"XZ711G","NJ","PAS","07/10/2013",38,"VAN","FORD","P",18,18,18,904597,"0018","0000","1040A","","NY","O","134","W 58 ST","BBBBBBB","ALL","ALL","",0
"11443",1355917190,"XX623G","NJ","PAS","07/10/2013",14,"DELV","FRUEH","P",18,18,18,904597,"0018","0000","1045A","","NY","O","21","W 58 ST","YYYYYYB","0800A","0700P","",0
"11444",1355917207,"35010JK","NY","COM","07/10/2013",47,"VAN","FORD","P",18,18,18,904597,"0018","0000","1100A","","NY","F","4","W 49 ST","YYYYYYB","0700A","0700P","",0
"11445",1355917311,"GCW2679","NY","PAS","07/10/2013",38,"SUBN","ME/BE","P",18,18,18,949799,"0018","0000","0653P","","NY","F","42","W 56 ST","BBBBBBB","ALL","ALL","SILVE",2012
"11446",1355917645,"85266JB","NY","COM","07/10/2013",14,"DELV","FRUEH","P",18,18,18,951117,"0018","0000","0519P","","NY","F","1370","W 54 ST","YYYYYYY","ALL","ALL","WHITE",0
"11447",1355621008,"WYW2306","VA","PAS","07/10/2013",21,"SDN","FORD","P",7,7,7,950293,"0007","0000","1222A","","NY","F","145","ORCHARD ST","YBYBYBB","1200A","0300A","WHITE",0
"11448",1355621010,"P12BUJ","NJ","PAS","07/10/2013",21,"SDN","BMW","P",7,7,7,950293,"0007","0000","1220A","","NY","O","140","ORCHARD ST","YBYBYBB","1200A","0300A","BLACK",0
"11449",1355621033,"P42DAY","NJ","PAS","07/10/2013",21,"SDN","NISSA","P",7,7,7,950293,"0007","0000","1217A","","NY","O","132","ORCHARD ST","YBYBYBB","1200A","0300A","BLACK",0
"11450",1355624174,"49731JG","NY","COM","07/10/2013",46,"DELV","GMC","P",7,7,7,949226,"0007","0000","0655P","","NY","F","473K","GRAND ST","BBBBBBB","ALL","ALL","BROWN",1990
"11451",1355624186,"49731JG","NY","COM","07/10/2013",48,"DELV","GMC","P",7,7,7,949226,"0007","0000","0655P","","NY","F","473K","GRAND ST","BBBBBBB","ALL","ALL","BROWN",1990
"11453",1355834028,"59885JR","NY","COM","07/10/2013",46,"VAN","MERCU","P",9,9,0,948699,"0000","0000","0820P","","NY","F","63","E 7TH ST","BBBBBBB","ALL","ALL","BROWN",0
"11454",1355834030,"75726MB","NY","COM","07/10/2013",46,"VAN","GMC","P",9,9,9,948699,"0009","0000","0530A","","NY","O","140","E 3 ST","BBBBBBB","ALL","ALL","WHITE",0
"11455",1355834077,"78603KA","NY","COM","07/10/2013",46,"DELV","CHEVR","P",9,9,9,933597,"0009","0000","0859A","","NY","O","69","AVE D","BBBBBBB","ALL","ALL","WHITE",1998
"11456",1355834089,"49901JS","NY","COM","07/10/2013",46,"DELV","GMC","P",9,9,9,937597,"0009","0000","1241P","","NY","F","232","E 11 ST","BBBBBBB","ALL","ALL","BLACK",0
"11457",1355927936,"63635JM","NY","COM","07/10/2013",38,"VAN","INTER","P",18,18,18,933001,"0018","0000","1045A","","NY","O","44","W 51ST ST","BBBBBBB","ALL","ALL","BROWN",1996
"11458",1355927948,"50130JX","99","COM","07/10/2013",38,"P-U","GMC","P",18,18,18,938301,"0018","0000","1050A","","NY","F","23","E 51ST ST","BBBBBBB","ALL","ALL","WHITE",2008
"11459",1355632560,"GGV9971","NY","PAS","07/10/2013",20,"SUBN","VOLVO","P",7,7,7,948575,"0007","0000","1208A","","NY","F","45","ORCHARD ST","YBYBYBB","1200A","0300A","BLUE",1998
"11460",1355632584,"W51CWM","NJ","PAS","07/10/2013",20,"SDN","LEXUS","P",7,7,7,948575,"0007","0000","1215A","","NY","F","85","LUDLOW ST","YBYBYBB","1200A","0300A","WHITE",0
"11461",1355632596,"Z25DEA","NJ","PAS","07/10/2013",20,"SDN","MAZDA","P",7,7,7,948575,"0007","0000","1220A","","NY","F","77","LUDLOW ST","YBYBYBB","1200A","0300A","BLACK",0
"11462",1355633151,"62150MB","NY","COM","07/10/2013",46,"P-U","FORD","P",7,7,7,928716,"0007","0000","1230P","","NY","F","570","GRAND ST","BBBBBBB","ALL","ALL","WH",2011
"11463",1355633175,"55106MB","NY","COM","07/10/2013",46,"DELV","","P",7,7,7,928716,"0007","0000","1241P","","NY","O","550 J","GRAND ST","BBBBBBB","ALL","ALL","BRN",0
"11464",1355633187,"46521MC","NY","COM","07/10/2013",46,"VAN","DODGE","P",7,7,7,928716,"0007","0000","1245P","","NY","O","550 H","GRAND ST","BBBBBBB","ALL","ALL","WH",0
"11465",1355633199,"36432MD","NY","COM","07/10/2013",46,"DELV","INTER","P",7,7,7,928716,"0007","0000","1250P","","NY","O","40","JACKSON ST","BBBBBBB","ALL","ALL","BLUE",0
"11466",1355633217,"48635JV","NY","COM","07/10/2013",46,"DELV","FRUEH","P",7,7,7,928716,"0007","0000","1258P","","NY","F","201","MADISON ST","BBBBBBB","ALL","ALL","GRN",2007
"11467",1355633643,"82252AR","NY","COM","07/10/2013",78,"VAN","DODGE","P",7,7,7,940302,"0007","0000","0250A","","NY","O","265","HENRY ST","BBBBBBB","ALL","ALL","WHITE",0
"11468",1355635184,"GRP6583","PA","PAS","07/10/2013",46,"SUBN","HONDA","P",7,7,7,934974,"0007","0000","1202P","","NY","F","164","ALLEN ST","BBBBBBB","ALL","ALL","BL",0
"11471",1355835276,"93495JT","NY","COM","07/10/2013",46,"VAN","INTER","P",9,9,9,904116,"0009","0000","1051A","","NY","O","4","BOND ST","BBBBBBB","ALL","ALL","BROWN",2005
"11472",1355835288,"62543JM","NY","COM","07/10/2013",46,"VAN","INTER","P",9,9,9,904116,"0009","0000","1057A","","NY","F","415","LAFAYETTE","BBBBBBB","ALL","ALL","BROWN",1998
"11473",1355835290,"60998MC","NY","COM","07/10/2013",16,"VAN","CHEVR","P",9,9,9,904116,"0009","0000","1101A","","NY","F","436","LAFAYETTE","BBBBBBB","ALL","ALL","WHITE",2012
"11474",1355835630,"41670JM","NY","COM","07/10/2013",16,"VAN","CHEVR","P",9,9,9,943456,"0009","0000","1055A","","NY","","401","LAFYETTE","BBBBBBB","ALL","ALL","WHITE",0
"11475",1355637648,"GFT4LULU","NY","PAS","07/10/2013",46,"SDN","TOYOT","P",7,7,7,950322,"0007","0000","0026A","","NY","F","221","E BROADWAY","BBBBBBB","ALL","ALL","SILVE",2007
"11476",1355638100,"49724JC","NY","COM","07/10/2013",46,"DELV","GMC","P",7,7,7,949540,"0007","0000","0818A","","NY","O","282","CHERRY STREET","BBBBBBB","ALL","ALL","BROW",1988
"11477",1355638112,"91654MC","NY","COM","07/10/2013",46,"DELV","WORTH","P",7,7,7,949540,"0007","0000","0850P","","NY","F","305","CHERRY STREET","BBBBBBB","ALL","ALL","BROWN",2012
"11478",1355015455,"73782JF","NY","COM","07/10/2013",45,"FREI","FRUEH","P",17,17,17,940140,"0017","0000","0244P","0244P","NY","F","800","3RD AVE","BBBBBBB","ALL","ALL","WHITE",2003
"11482",1355031758,"7E58A","NY","SRF","07/10/2013",14,"SDN","TOYOT","P",17,17,17,950319,"0017","0000","0848P","","NY","F","201","E 56 ST","BBBBBBB","ALL","ALL","YELLO",2012
"11484",1355034243,"48037W","WI","PAS","07/10/2013",46,"DELV","MERCU","P",17,17,17,943829,"0017","0000","1135A","","NY","O","450","3RD","BBBBBBB","ALL","ALL","WHITE",0
"11485",1355034255,"JGZ575","NJ","PAS","07/10/2013",46,"TRLR","","P",17,17,17,993829,"0017","0000","1137A","","NY","F","474","3RD","BBBBBBB","ALL","ALL","YELLO",0
"11488",1355035429,"OXZ2810","NJ","PAS","07/10/2013",45,"BUS","BB","P",17,17,17,926112,"0017","0000","1055A","","NY","F","569","LEXINGTON AVE","BBBBBBB","ALL","ALL","WHT",2004
"11498",1357988760,"35585KA","NY","COM","07/10/2013",14,"VAN","GMC","P",14,14,161,952472,"0161","0000","0855P","","NY","F","215","WEST 43 ST","BBBBBBB","ALL","ALL","WHITE",1995
"11499",1357989908,"JGB1458","VA","PAS","07/10/2013",38,"VAN","CHRYS","P",14,14,161,952070,"0161","0000","0815P","","NY","F","488","9TH AVE","YYYYYYB","0700P","1100P","BL",0
"11500",1357991022,"W28BME","NJ","PAS","07/10/2013",17,"SUBN","FORD","P",14,14,161,952534,"0161","0000","0851P","","NY","F","324","WEST 43RD STREET","BBBBBBB","ALL","ALL","BLACK",0
"11501",1357992713,"737YX5","MA","PAS","07/10/2013",16,"SUBN","CHEVR","P",14,14,14,946095,"0014","0000","0801P","","NY","F","116","W 31ST ST","BBBBBBB","ALL","ALL","BK",0
"11502",1357993092,"80407JY","NY","COM","07/10/2013",46,"DELV","MITSU","P",14,14,14,942248,"0014","0000","0823A","","NY","F","568","9TH AVE","BBBBBBB","ALL","ALL","WH",2009
"11503",1357993110,"61287MC","NY","COM","07/10/2013",46,"DELV","MITSU","P",14,14,14,942248,"0014","0000","1023A","","NY","F","","FOUR TIMES SQUARE","BBBBBBB","ALL","ALL","WH",2005
"11504",1357993730,"XU7G1F","NJ","PAS","07/10/2013",40,"DELV","HINO","P",14,14,14,933159,"0014","0000","0200P","","NY","","","N/W C/O W 35","BBBBBBB","ALL","ALL","WHITE",0
"11505",1357993742,"XU761F","NJ","PAS","07/10/2013",67,"DELV","HINO","P",14,14,14,933159,"0014","0000","0200P","","NY","","","N/W C/O W 35","BBBBBBB","ALL","ALL","WHITE",0
"11506",1357993766,"XU761F","NY","COM","07/10/2013",46,"DELV","CHEVR","P",14,14,14,933159,"0014","0000","1115A","","NY","F","505","8 AVE","BBBBBBB","ALL","ALL","WHITE",2001
"11507",1357997334,"PR22546","MI","PAS","07/10/2013",46,"DELV","MERCU","P",14,14,14,952123,"0014","0000","1112A","1112A","NY","F","220","W 31 ST","BBBBBBB","ALL","ALL","WHITE",0
"11508",1357997346,"91644MC","NY","COM","07/10/2013",14,"DELV","MITSU","P",14,14,14,952123,"0014","0000","1105A","1105A","NY","F","220","W 31 ST","BBBBBBB","ALL","ALL","WHITE",2005
"11509",1357997371,"33277JB","NY","COM","07/10/2013",14,"DELV","FRUEH","P",14,14,14,952129,"0014","0000","1045A","1045A","NY","F","220","W 31 ST","BBBBBBB","ALL","ALL","RED",1998
"11510",1358113166,"91655MC","NY","COM","07/10/2013",14,"VAN","","P",1,1,1,936533,"0001","0000","0354P","","NY","","","WORTH ST","BBBBBBB","ALL","ALL","BROWN",0
"11511",1358113567,"4AUNTI","AZ","PAS","07/10/2013",17,"SDN","BMW","P",1,1,1,942722,"0001","0000","0238A","","NY","F","68","VANDAM ST","BBBBBBB","ALL","ALL","GRAY",0
"11512",1358113580,"PSB66M","NJ","PAS","07/10/2013",21,"SUBN","LINCO","P",1,1,1,942722,"0001","0000","0452A","","NY","F","558","BROOME ST","YBYBYBB","0400A","0600A","WHITE",0
"11513",1358113798,"49805JG","NY","COM","07/10/2013",14,"DELV","GMC","X",1,1,1,949605,"0001","0000","0546A","","NY","O","233","SPRING ST","BBBBBBB","ALL","ALL","BROWN",1988
"11514",1358115758,"49954JG","NY","COM","07/10/2013",19,"VAN","FORD","X",7,7,7,901890,"0007","0000","0939A","","NY","F","305","BROADWAY","BBBBBBB","ALL","ALL","BR",0
"11515",1358115760,"98695MB","NY","COM","07/10/2013",19,"VAN","FRUEH","X",7,7,7,901890,"0007","0000","0942A","","NY","F","305","BROADWAY","BBBBBBB","ALL","ALL","BL",2006
"11516",1358115771,"49722JG","NY","COM","07/10/2013",19,"VAN","MAZDA","X",7,7,7,901890,"0007","0000","0944A","","NY","F","","N/S OF MURRAY ST","BBBBBBB","ALL","ALL","BR",1995
"11517",1358115801,"83961JP","NY","COM","07/10/2013",19,"VAN","FORD","X",7,7,7,901890,"0007","0000","1034A","","NY","F","15","TRINITY PL","BBBBBBB","ALL","ALL","BL",1999
"11518",1358115813,"GFG3248","NY","PAS","07/10/2013",51,"VAN","DODGE","X",7,7,7,901890,"0007","0000","1147A","","NY","F","10","DESCROSSES ST","BBBBBBB","ALL","ALL","BL",2008
"11519",1358115825,"62955JS","NY","COM","07/10/2013",17,"DELV","MERCU","P",7,7,7,901890,"0007","0000","1159A","","NY","F","348 A","GREENWICH ST","YYYYYBB","0700A","0700P","WH",2004
"11522",1357998946,"41679JM","NY","COM","07/10/2013",38,"VAN","CHEVR","P",14,14,161,953607,"0161","0000","0400P","","NY","O","206","W 41 ST","YYYYYYB","ALL","ALL","WH",1994
"11523",1358004134,"63424JM","NY","COM","07/10/2013",14,"VAN","INTER","P",14,14,14,920598,"0014","0000","0437P","","NY","","354","W 41 ST","BBBBBBB","ALL","ALL","BR",1997
"11524",1358004146,"44385JW","NY","COM","07/10/2013",14,"VAN","FORD","P",14,14,14,970548,"0014","0000","0756P","","NY","F","200","WEST 45 ST","BBBBBBB","ALL","ALL","WH",2007
"11525",1358004158,"35585KA","NY","COM","07/10/2013",47,"VAN","FORD","P",14,14,14,920548,"0014","0000","0905P","","NY","O","255","W 43 ST","BBBBBBB","ALL","ALL","WH",1995
"11526",1358004729,"41750JU","NY","COM","07/10/2013",48,"UTIL","FRUEH","X",14,14,14,934615,"0014","0000","0904A","","NY","F","675","8 AVE","BBBBBBB","ALL","ALL","GR",2008
"11527",1358004730,"36903MA","NY","COM","07/10/2013",45,"DELV","HINO","X",14,14,14,934615,"0014","0000","0911A","","NY","F","260","W 44 ST","BBBBBBB","ALL","ALL","WH",2012
"11528",1358004742,"63538JM","NY","COM","07/10/2013",47,"VAN","GMC","X",14,14,14,934615,"0014","0000","0917A","","NY","F","1","PENN PLAZA","YYYYYYB","0700A","0700P","GN",1988
"11529",1358004754,"77946JY","NY","COM","07/10/2013",47,"VAN","WORKH","P",14,14,14,934615,"0014","0000","0919A","","NY","F","1","PENN PLAZA","YYYYYYB","0700A","0700P","BN",2008
"11530",1358004810,"41750JU","NY","COM","07/10/2013",45,"UTIL","FRUEH","X",14,14,14,934615,"0014","0000","0949A","","NY","F","576","4 AVE","BBBBBBB","ALL","ALL","GR",2008
"11532",1358006854,"OXY4698","NJ","PAS","07/10/2013",19,"VAN","FORD","P",14,14,161,951693,"0161","0000","0148P","","NY","F","11","TIMES SQUARE","BBBBBBB","ALL","ALL","WHITE",0
"11533",1358006891,"41969JU","NY","COM","07/10/2013",37,"VAN","FORD","P",14,14,161,952207,"0161","0000","0236A","","NY","O","11","TIMES SQUARE","BBBBBBB","ALL","ALL","WHITE",2005
"11534",1358006908,"YZR5720","PA","PAS","07/10/2013",38,"DELV","FORD","P",14,14,161,952169,"0161","0000","0320P","","NY","O","229","W 43 ST","BBBBBBB","ALL","ALL","BLUE",0
"11535",1358006921,"L49CKJ","NJ","PAS","07/10/2013",46,"SUBN","NISSA","P",14,14,161,952207,"0161","0000","0326P","","NY","F","252","W 43 STREET","BBBBBBB","ALL","ALL","BLACK",0
